EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
265,37,16,3,3,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
266,50,5,3,1,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
267,34,18,1,1,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
268,24,17,2,1,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269,39,12,5,1,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
270,32,2,3,5,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
271,50,4,2,4,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
272,38,9,4,1,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
273,27,10,3,5,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
275,47,2,3,5,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
276,40,3,4,3,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
277,53,7,1,2,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
278,41,6,3,1,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
279,60,8,2,5,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
280,27,29,1,2,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
281,41,3,3,1,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
282,50,9,3,2,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
283,28,2,4,3,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
284,36,10,4,2,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
285,38,1,3,3,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
286,44,8,2,1,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
287,47,27,3,1,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
288,30,8,3,2,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
289,29,1,2,1,106730,1.0,13,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
290,42,10,1,1,50100,6.0,21,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
291,43,26,1,1,135490,3.0,11,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
292,34,2,5,2,49990,3.0,12,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
293,23,13,3,5,42210,1.0,11,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
294,39,2,4,4,138720,9.0,12,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
295,56,2,4,1,20420,7.0,12,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
296,40,9,3,2,20730,0.0,14,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
297,27,10,3,1,29560,8.0,13,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
298,29,20,3,2,29260,1.0,15,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
299,53,9,3,3,48090,2.0,18,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
300,35,5,1,1,51630,2.0,18,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
302,38,10,3,4,181720,6.0,12,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
303,34,20,3,3,57440,3.0,19,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
304,52,21,5,3,28890,1.0,11,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
305,33,1,2,3,28710,1.0,17,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
306,25,8,3,2,74840,1.0,15,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
307,45,2,3,3,60740,0.0,14,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
308,23,23,1,2,173280,1.0,17,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
310,34,12,3,1,45050,1.0,12,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
311,55,7,3,4,74280,5.0,12,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
312,36,7,2,5,116310,1.0,18,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
313,52,1,4,5,97380,0.0,18,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
315,29,10,2,3,169590,4.0,14,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
316,26,15,2,2,26130,6.0,19,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
317,34,14,4,2,61460,2.0,12,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
318,54,18,4,2,49630,9.0,15,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
319,27,13,2,4,195370,0.0,12,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
320,37,2,4,2,61720,0.0,11,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
321,38,2,4,2,23680,6.0,11,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
322,34,2,3,1,103120,1.0,12,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
323,35,5,4,3,16750,1.0,16,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
324,30,20,3,1,25230,3.0,13,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
325,40,10,4,2,65670,1.0,13,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
326,34,10,3,3,47390,5.0,24,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
327,42,9,4,1,92080,1.0,15,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
328,23,2,3,4,45590,1.0,18,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
329,24,1,5,1,81890,1.0,14,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
330,52,29,3,2,29420,8.0,11,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
331,50,8,4,2,49410,5.0,11,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
332,29,2,4,4,106500,1.0,13,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
333,33,3,4,4,59020,0.0,12,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
334,33,23,5,1,86390,5.0,16,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
335,47,6,4,2,63470,1.0,14,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
336,36,6,3,2,42000,0.0,22,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
337,29,10,3,1,34520,1.0,11,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
338,58,24,3,2,43170,7.0,17,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
339,35,10,4,1,26320,3.0,13,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
340,42,15,1,2,46680,9.0,18,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
341,28,19,4,2,32040,6.0,16,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
342,36,2,3,2,27200,4.0,14,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
343,32,3,1,2,171810,1.0,14,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
345,30,7,3,2,14830,5.0,13,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
346,45,10,4,1,56050,1.0,12,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
347,42,20,2,2,72950,1.0,15,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
348,38,4,3,2,23060,2.0,19,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
349,34,7,4,3,23480,1.0,14,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
350,49,7,2,2,89980,1.0,14,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
351,55,16,3,4,43190,4.0,11,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
352,43,25,2,2,61320,6.0,13,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
353,27,2,4,2,33460,1.0,21,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
354,35,1,3,1,108550,3.0,13,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
355,28,1,2,1,22310,1.0,12,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
356,34,2,5,4,23230,0.0,17,0,4.0,2,3,0,2,3.0,4.0,1.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
357,26,22,4,1,20240,1.0,23,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
358,27,1,3,1,27130,1.0,11,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
359,51,16,3,3,94390,2.0,15,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
360,44,24,5,1,25660,9.0,11,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
361,25,17,3,1,199260,7.0,11,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
362,33,8,4,3,24510,1.0,13,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
363,35,6,4,2,94190,1.0,24,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
364,36,10,4,3,86860,1.0,13,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
365,32,3,4,4,30380,2.0,20,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
366,30,4,5,5,30580,9.0,14,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
367,53,6,3,4,23250,7.0,18,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
368,45,1,5,2,20880,4.0,15,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
369,32,10,3,1,30720,5.0,12,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
370,52,1,1,2,50060,3.0,16,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
371,37,24,2,4,42570,4.0,15,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
372,28,21,4,1,25000,1.0,16,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
373,22,2,2,1,11020,6.0,19,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
374,44,22,3,1,104530,2.0,11,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
375,42,13,4,2,22880,5.0,16,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
376,36,14,3,2,39290,0.0,24,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
377,25,11,3,1,23110,1.0,11,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
378,35,9,2,1,31400,1.0,13,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
379,35,8,2,1,36900,1.0,13,1,10.0,2,10,7,8,4.0,2.0,2.0,4,3,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
380,32,21,3,1,44500,0.0,13,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
381,25,5,3,4,27560,1.0,12,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
382,49,9,3,2,190330,2.0,18,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
383,24,2,5,2,187220,0.0,22,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
384,32,12,5,1,95470,1.0,13,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
385,38,22,2,1,137340,0.0,13,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
386,42,18,1,2,199990,2.0,23,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
387,31,16,3,3,22790,3.0,12,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
388,29,3,3,3,59160,6.0,12,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
389,53,9,3,1,20890,5.0,16,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
390,35,1,3,3,167920,3.0,12,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
391,37,13,4,3,35640,5.0,11,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
392,53,1,1,1,44250,6.0,22,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
393,43,1,3,1,52650,4.0,11,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
394,47,15,4,3,65530,0.0,15,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
395,37,1,5,2,62610,1.0,12,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
396,50,17,3,1,42980,1.0,20,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
397,39,1,3,3,68040,8.0,14,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
398,33,7,3,2,38150,3.0,11,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
399,32,9,1,1,27410,1.0,15,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
400,29,5,4,4,66730,6.0,12,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,44,26,2,2,76390,1.0,14,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
402,28,24,5,1,23280,1.0,11,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
403,58,9,2,1,21530,9.0,11,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
404,43,7,4,2,48760,4.0,16,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
405,20,11,3,2,93960,1.0,12,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
407,36,26,4,1,84740,0.0,14,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
408,47,2,3,2,99810,1.0,21,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
409,22,15,4,1,124900,0.0,13,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
410,41,23,3,2,26570,4.0,11,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
411,28,10,3,3,135910,5.0,20,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
412,39,10,4,4,66960,7.0,11,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
413,27,1,3,1,20580,1.0,14,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
414,34,12,2,2,88650,1.0,11,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
415,42,11,1,2,59400,7.0,16,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
416,33,2,3,1,59140,3.0,16,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
417,58,2,4,1,26220,2.0,23,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
418,31,1,3,1,121850,3.0,14,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
419,35,2,1,3,106090,1.0,22,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
